model,problem_id,stability
Dataset_GPT4o,p02629,0.603333
Dataset_GPT4o,p03494,0.696667
Dataset_GPT4o,p03457,0.636667
Dataset_GPT4o,p02952,0.586667
Dataset_GPT4o,p02946,0.656667
Dataset_GPT4o,p03325,0.653333
Dataset_GPT4o,p02577,0.66
Dataset_GPT4o,p02981,0.61
Dataset_GPT4o,p02639,0.6
Dataset_GPT4o,p02995,0.786667
Dataset_GPT4o,p02771,0.646667
Dataset_GPT4o,p02759,0.693333
Dataset_GPT4o,p03043,0.5
Dataset_GPT4o,p00006,0.626667
Dataset_GPT4o,p03282,0.603333
Dataset_GPT4o,p02836,0.645
Dataset_GPT4o,p02413,0.69
Dataset_GPT4o,p02407,0.463333
Dataset_GPT4o,p00007,0.683333
Dataset_GPT4o,p03042,0.576667
Dataset_GPT4o,p02412,0.66
Dataset_GPT4o,p02406,0.583333
Dataset_GPT4o,p03308,0.63
Dataset_GPT4o,p03136,0.576667
Dataset_GPT4o,p02994,0.62
Dataset_GPT4o,p02957,0.536667
Dataset_GPT4o,p03644,0.49
Dataset_GPT4o,p02570,0.64
Dataset_GPT4o,p02772,0.6
Dataset_GPT4o,p02982,0.693333
Dataset_GPT4o,p03478,0.673333
Dataset_GPT4o,p02766,0.793333
Dataset_GPT4o,p00011,0.41
Dataset_GPT4o,p03493,0.52
Dataset_GPT4o,p03242,0.496667
Dataset_GPT4o,p02612,0.42
Dataset_GPT4o,p00005,0.736667
Dataset_GPT4o,p03281,0.67
Dataset_GPT4o,p02410,0.59
Dataset_GPT4o,p02835,0.64
Dataset_GPT4o,p02404,0.516667
Dataset_GPT4o,p02389,0.436667
Dataset_GPT4o,p02388,0.706667
Dataset_GPT4o,p02405,0.57
Dataset_GPT4o,p02613,0.563333
Dataset_GPT4o,p03041,0.62
Dataset_GPT4o,p02411,0.62
Dataset_GPT4o,p02773,0.616667
Dataset_GPT4o,p03243,0.466667
Dataset_GPT4o,p02767,0.626667
Dataset_GPT4o,p02571,0.506667
Dataset_GPT4o,p02983,0.62
Dataset_GPT4o,p02264,0.753333
Dataset_GPT4o,p02700,0.49
Dataset_GPT4o,p03109,0.49
Dataset_GPT4o,p03146,0.74
Dataset_GPT4o,p03378,0.543333
Dataset_GPT4o,p02675,0.486667
Dataset_GPT4o,p04012,0.603333
Dataset_GPT4o,p02847,0.54
Dataset_GPT4o,p03998,0.503333
Dataset_GPT4o,p02729,0.52
Dataset_GPT4o,p02701,0.74
Dataset_GPT4o,p02259,0.65
Dataset_GPT4o,p03147,0.616667
Dataset_GPT4o,p02258,0.66
Dataset_GPT4o,p02717,0.58
Dataset_GPT4o,p02887,0.61
Dataset_GPT4o,p03435,0.546667
Dataset_GPT4o,p02677,0.676667
Dataset_GPT4o,p02688,0.613333
Dataset_GPT4o,p02886,0.626667
Dataset_GPT4o,p02676,0.72
Dataset_GPT4o,p03352,0.693333
Dataset_GPT4o,p02879,0.615
Dataset_GPT4o,p03632,0.723333
Dataset_GPT4o,p02706,0.576667
Dataset_GPT4o,p02712,0.533333
Dataset_GPT4o,p02921,0.556667
Dataset_GPT4o,p03434,0.603333
Dataset_GPT4o,p02935,0.648333
Dataset_GPT4o,p02909,0.52
Dataset_GPT4o,p03035,0.553333
Dataset_GPT4o,p02699,0.563333
Dataset_GPT4o,p03545,0.57
Dataset_GPT4o,p02897,0.63
Dataset_GPT4o,p02934,0.666667
Dataset_GPT4o,p02713,0.703333
Dataset_GPT4o,p02707,0.613333
Dataset_GPT4o,p03814,0.58
Dataset_GPT4o,p02263,0.746667
Dataset_GPT4o,p02711,0.536667
Dataset_GPT4o,p02659,0.616667
Dataset_GPT4o,p02705,0.763333
Dataset_GPT4o,p02922,0.696667
Dataset_GPT4o,p02880,0.533333
Dataset_GPT4o,p03037,0.57
Dataset_GPT4o,p02881,0.586667
Dataset_GPT4o,p02923,0.596667
Dataset_GPT4o,p03220,0.55
Dataset_GPT4o,p02658,0.723333
Dataset_GPT4o,p02260,0.793333
Dataset_Gemini,p02682,0.823333
Dataset_Gemini,p03371,0.656667
Dataset_Gemini,p02641,0.63
Dataset_Gemini,p02899,0.633333
Dataset_Gemini,p03012,0.646667
Dataset_Gemini,p02898,0.646667
Dataset_Gemini,p03775,0.69
Dataset_Gemini,p02640,0.506667
Dataset_Gemini,p03239,0.616667
Dataset_Gemini,p03013,0.563333
Dataset_Gemini,p03370,0.673333
Dataset_Gemini,p02723,0.666667
Dataset_Gemini,p02694,0.653333
Dataset_Gemini,p03416,0.7
Dataset_Gemini,p02681,0.653333
Dataset_Gemini,p02911,0.506667
Dataset_Gemini,p02910,0.636667
Dataset_Gemini,p03011,0.696667
Dataset_Gemini,p04030,0.62
Dataset_Gemini,p02657,0.63
Dataset_Gemini,p03161,0.723333
Dataset_Gemini,p03000,0.473333
Dataset_Gemini,p02848,0.553333
Dataset_Gemini,p02257,0.636667
Dataset_Gemini,p02268,0.536667
Dataset_Gemini,p03835,0.68
Dataset_Gemini,p02860,0.636667
Dataset_Gemini,p03160,0.76
Dataset_Gemini,p02256,0.603333
Dataset_Gemini,p03001,0.706667
Dataset_Gemini,p03360,0.776667
Dataset_Gemini,p02718,0.776667
Dataset_Gemini,p02724,0.593333
Dataset_Gemini,p02725,0.696667
Dataset_Gemini,p02730,0.69
Dataset_Gemini,p02731,0.556667
Dataset_Gemini,p02693,0.596667
Dataset_Gemini,p02917,0.71
Dataset_Gemini,p02687,0.443333
Dataset_Gemini,p02916,0.6
Dataset_Gemini,p02719,0.72
Dataset_Gemini,p02255,0.686667
Dataset_Gemini,p03448,0.783333
Dataset_Gemini,p03474,0.68
Dataset_Gemini,p02959,0.57
Dataset_Gemini,p02971,0.66
Dataset_Gemini,p02408,0.57
Dataset_Gemini,p02391,0.62
Dataset_Gemini,p02420,0.543333
Dataset_Gemini,p02622,0.586667
Dataset_Gemini,p02390,0.603333
Dataset_Gemini,p02409,0.723333
Dataset_Gemini,p03071,0.703333
Dataset_Gemini,p02421,0.763333
Dataset_Gemini,p02970,0.633333
Dataset_Gemini,p02958,0.69
Dataset_Gemini,p03059,0.57
Dataset_Gemini,p02582,0.65
Dataset_Gemini,p04044,0.61
Dataset_Gemini,p03449,0.596667
Dataset_Gemini,p02755,0.75
Dataset_Gemini,p03107,0.676667
Dataset_Gemini,p02621,0.486667
Dataset_Gemini,p02393,0.656667
Dataset_Gemini,p02812,0.746667
Dataset_Gemini,p02754,0.69
Dataset_Gemini,p02392,0.633333
Dataset_Gemini,p02595,0.786667
Dataset_Gemini,p03073,0.756667
Dataset_Gemini,p03072,0.613333
Dataset_Gemini,p02783,0.593333
Dataset_Gemini,p03106,0.713333
Dataset_Gemini,p02552,0.563333
Dataset_Gemini,p03102,0.776667
Dataset_Gemini,p02778,0.61
Dataset_Gemini,p02802,0.613333
Dataset_Gemini,p02397,0.63
Dataset_Gemini,p02396,0.53
Dataset_Gemini,p02988,0.65
Dataset_Gemini,p03076,0.56
Dataset_Gemini,p04043,0.68
Dataset_Gemini,p03261,0.81
Dataset_Gemini,p02786,0.673333
Dataset_Gemini,p02989,0.556667
Dataset_Gemini,p03315,0.41
Dataset_Gemini,p03471,0.696667
Dataset_Gemini,p03854,0.593333
Dataset_Gemini,p02547,0.6
Dataset_Gemini,p02753,0.523333
Dataset_Gemini,p02779,0.663333
Dataset_Gemini,p02553,0.703333
Dataset_Gemini,p02627,0.57
Dataset_Gemini,p02784,0.63
Dataset_Gemini,p02419,0.696667
Dataset_Gemini,p02790,0.63
Dataset_Gemini,p03075,0.753333
Dataset_Gemini,p03060,0.616667
Dataset_Gemini,p02381,0.623333
Dataset_Gemini,p02394,0.453333
Dataset_Gemini,p02829,0.76
Dataset_Gemini,p02418,0.503333
Dataset_Gemini,p02801,0.49
Dataset_Gemini,p03289,0.58
Dataset_Gemini,p02785,0.68
Dataset_Gemini,p02791,0.736667
Dataset_Gemini,p03316,0.623333
Dataset_Gemini,p03680,0.613333
Dataset_Gemini,p03470,0.77
Dataset_Gemini,p02578,0.673333
Dataset_Gemini,p02777,0.553333
Dataset_Gemini,p03469,0.523333
Dataset_Gemini,p02993,0.623333
Dataset_Gemini,p02818,0.64
Dataset_Gemini,p03455,0.57
Dataset_Gemini,p02987,0.543333
Dataset_Gemini,p02830,0.726667
Dataset_Gemini,p02401,0.573333
Dataset_Gemini,p03086,0.71
Dataset_Gemini,p02415,0.71
Dataset_Gemini,p02398,0.566667
Dataset_Gemini,p02399,0.673333
Dataset_Gemini,p03087,0.636667
Dataset_Gemini,p03285,0.533333
Dataset_Gemini,p02414,0.62
Dataset_Gemini,p02400,0.563333
Dataset_Gemini,p02831,0.626667
Dataset_Gemini,p02819,0.603333
Dataset_Gemini,p03695,0.776667
Dataset_Gemini,p02945,0.61
Dataset_Gemini,p02951,0.706667
Dataset_Gemini,p02576,0.616667
Dataset_Gemini,p00001,0.701667
Dataset_Gemini,p03126,0.706667
Dataset_Gemini,p02947,0.776667
Dataset_Gemini,p03324,0.7
Dataset_Gemini,p03456,0.576667
Dataset_Gemini,p02953,0.69
Dataset_Gemini,p02628,0.723333
Dataset_Gemini,p02416,0.553333
Dataset_Gemini,p03293,0.726667
Dataset_Gemini,p02402,0.76
Dataset_Gemini,p02417,0.536667
Dataset_Gemini,p02832,0.73
Dataset_Gemini,p02403,0.636667
Dataset_Gemini,p00003,0.836667
Dataset_Gemini,p03292,0.586667
Dataset_Gemini,p03720,0.663333
Dataset_Gemini,p02629,0.756667
Dataset_Gemini,p03494,0.666667
Dataset_Gemini,p00002,0.59
Dataset_Gemini,p02952,0.76
Dataset_Gemini,p02946,0.616667
Dataset_Gemini,p02577,0.61
Dataset_Gemini,p03457,0.733333
Dataset_Gemini,p02981,0.66
Dataset_Gemini,p02995,0.77
Dataset_Gemini,p02759,0.656667
Dataset_Gemini,p03325,0.523333
Dataset_Gemini,p02771,0.615
Dataset_Gemini,p00006,0.493333
Dataset_Gemini,p02639,0.716667
Dataset_Gemini,p02836,0.64
Dataset_Gemini,p02413,0.76
Dataset_Gemini,p02412,0.693333
Dataset_Gemini,p02407,0.653333
Dataset_Gemini,p02406,0.666667
Dataset_Gemini,p03282,0.683333
Dataset_Gemini,p03043,0.543333
Dataset_Gemini,p03308,0.68
Dataset_Gemini,p00007,0.67
Dataset_Gemini,p02957,0.666667
Dataset_Gemini,p03042,0.63
Dataset_Gemini,p03644,0.68
Dataset_Gemini,p02994,0.696667
Dataset_Gemini,p02982,0.733333
Dataset_Gemini,p02772,0.666667
Dataset_Gemini,p03136,0.663333
Dataset_Gemini,p02570,0.57
Dataset_Gemini,p03478,0.713333
Dataset_Gemini,p02766,0.746667
Dataset_Gemini,p03493,0.66
Dataset_Gemini,p03242,0.61
Dataset_Gemini,p00011,0.606667
Dataset_Gemini,p02612,0.586667
Dataset_Gemini,p00005,0.79
Dataset_Gemini,p02410,0.693333
Dataset_Gemini,p02404,0.536667
Dataset_Gemini,p03281,0.706667
Dataset_Gemini,p02835,0.576667
Dataset_Gemini,p02388,0.726667
Dataset_Gemini,p02389,0.683333
Dataset_Gemini,p02405,0.473333
Dataset_Gemini,p03041,0.756667
Dataset_Gemini,p02411,0.643333
Dataset_Gemini,p02613,0.593333
Dataset_Gemini,p02983,0.7
Dataset_Gemini,p02767,0.716667
Dataset_Gemini,p03243,0.496667
Dataset_Gemini,p02773,0.716667
Dataset_Gemini,p03109,0.493333
Dataset_Gemini,p02571,0.72
Dataset_Gemini,p03146,0.74
Dataset_Gemini,p02258,0.786667
Dataset_Gemini,p02700,0.65
Dataset_Gemini,p02847,0.686667
Dataset_Gemini,p02264,0.76
Dataset_Gemini,p03378,0.64
Dataset_Gemini,p04012,0.63
Dataset_Gemini,p03998,0.63
Dataset_Gemini,p02675,0.58
Dataset_Gemini,p02729,0.436667
Dataset_Gemini,p02701,0.746667
Dataset_Gemini,p02259,0.706667
Dataset_Gemini,p03147,0.57
Dataset_Gemini,p02677,0.67
Dataset_Gemini,p03435,0.666667
Dataset_Gemini,p02887,0.71
Dataset_Gemini,p02879,0.75
Dataset_Gemini,p02717,0.533333
Dataset_Gemini,p02688,0.733333
Dataset_Gemini,p02886,0.746667
Dataset_Gemini,p03434,0.703333
Dataset_Gemini,p03352,0.73
Dataset_Gemini,p02676,0.726667
Dataset_Gemini,p02706,0.58
Dataset_Gemini,p02921,0.63
Dataset_Gemini,p03632,0.633333
Dataset_Gemini,p02909,0.503333
Dataset_Gemini,p02712,0.766667
Dataset_Gemini,p02935,0.643333
Dataset_Gemini,p02699,0.623333
Dataset_Gemini,p03035,0.663333
Dataset_Gemini,p03545,0.606667
Dataset_Gemini,p02897,0.67
Dataset_Gemini,p02934,0.716667
Dataset_Gemini,p02713,0.78
Dataset_Gemini,p02707,0.663333
Dataset_Gemini,p02263,0.8
Dataset_Gemini,p03814,0.786667
Dataset_Gemini,p02705,0.706667
Dataset_Gemini,p02711,0.573333
Dataset_Gemini,p02659,0.636667
Dataset_Gemini,p02922,0.69
Dataset_Gemini,p02881,0.633333
Dataset_Gemini,p03037,0.66
Dataset_Gemini,p02880,0.653333
Dataset_Gemini,p02658,0.77
Dataset_Gemini,p03220,0.58
Dataset_Gemini,p02260,0.776667
Dataset_Gemini,p02923,0.59
Dataset_LlamaVL,p02899,0.273333
Dataset_LlamaVL,p03239,0.263333
Dataset_LlamaVL,p02898,0.26
Dataset_LlamaVL,p03013,0.203333
Dataset_LlamaVL,p03012,0.313333
Dataset_LlamaVL,p02640,0.273333
Dataset_LlamaVL,p03775,0.2
Dataset_LlamaVL,p02641,0.283333
Dataset_LlamaVL,p02682,0.17
Dataset_LlamaVL,p03371,0.223333
Dataset_LlamaVL,p03416,0.28
Dataset_LlamaVL,p03011,0.27
Dataset_LlamaVL,p03370,0.216667
Dataset_LlamaVL,p02694,0.193333
Dataset_LlamaVL,p02911,0.256667
Dataset_LlamaVL,p04030,0.273333
Dataset_LlamaVL,p02681,0.24
Dataset_LlamaVL,p02910,0.256667
Dataset_LlamaVL,p02657,0.23
Dataset_LlamaVL,p02723,0.36
Dataset_LlamaVL,p03161,0.203333
Dataset_LlamaVL,p02257,0.26
Dataset_LlamaVL,p03000,0.27
Dataset_LlamaVL,p03001,0.29
Dataset_LlamaVL,p03835,0.303333
Dataset_LlamaVL,p02256,0.22
Dataset_LlamaVL,p02860,0.21
Dataset_LlamaVL,p02848,0.226667
Dataset_LlamaVL,p03160,0.22
Dataset_LlamaVL,p03360,0.19
Dataset_LlamaVL,p02268,0.28
Dataset_LlamaVL,p02718,0.213333
Dataset_LlamaVL,p02687,0.23
Dataset_LlamaVL,p02917,0.28
Dataset_LlamaVL,p02725,0.266667
Dataset_LlamaVL,p02916,0.213333
Dataset_LlamaVL,p02693,0.233333
Dataset_LlamaVL,p02730,0.223333
Dataset_LlamaVL,p02724,0.203333
Dataset_LlamaVL,p02719,0.236667
Dataset_LlamaVL,p02731,0.2
Dataset_LlamaVL,p02255,0.296667
Dataset_LlamaVL,p03448,0.183333
Dataset_LlamaVL,p03474,0.26
Dataset_LlamaVL,p02959,0.316667
Dataset_LlamaVL,p02622,0.28
Dataset_LlamaVL,p02971,0.21
Dataset_LlamaVL,p02420,0.26
Dataset_LlamaVL,p02408,0.243333
Dataset_LlamaVL,p02391,0.263333
Dataset_LlamaVL,p02390,0.2
Dataset_LlamaVL,p02409,0.19
Dataset_LlamaVL,p03071,0.22
Dataset_LlamaVL,p04044,0.22
Dataset_LlamaVL,p02421,0.216667
Dataset_LlamaVL,p02958,0.153333
Dataset_LlamaVL,p02970,0.276667
Dataset_LlamaVL,p03059,0.313333
Dataset_LlamaVL,p03449,0.24
Dataset_LlamaVL,p03107,0.236667
Dataset_LlamaVL,p02755,0.183333
Dataset_LlamaVL,p02582,0.213333
Dataset_LlamaVL,p02621,0.323333
Dataset_LlamaVL,p02812,0.276667
Dataset_LlamaVL,p03073,0.18
Dataset_LlamaVL,p02392,0.25
Dataset_LlamaVL,p03072,0.263333
Dataset_LlamaVL,p02393,0.263333
Dataset_LlamaVL,p02783,0.216667
Dataset_LlamaVL,p02552,0.206667
Dataset_LlamaVL,p02595,0.286667
Dataset_LlamaVL,p03102,0.216667
Dataset_LlamaVL,p02754,0.216667
Dataset_LlamaVL,p03106,0.213333
Dataset_LlamaVL,p02988,0.363333
Dataset_LlamaVL,p02778,0.236667
Dataset_LlamaVL,p02397,0.25
Dataset_LlamaVL,p03076,0.25
Dataset_LlamaVL,p04043,0.186667
Dataset_LlamaVL,p02989,0.233333
Dataset_LlamaVL,p02802,0.27
Dataset_LlamaVL,p02786,0.27
Dataset_LlamaVL,p02396,0.206667
Dataset_LlamaVL,p03261,0.28
Dataset_LlamaVL,p03315,0.313333
Dataset_LlamaVL,p02553,0.32
Dataset_LlamaVL,p03854,0.216667
Dataset_LlamaVL,p02547,0.223333
Dataset_LlamaVL,p02779,0.29
Dataset_LlamaVL,p03471,0.24
Dataset_LlamaVL,p02753,0.233333
Dataset_LlamaVL,p02790,0.233333
Dataset_LlamaVL,p02784,0.3
Dataset_LlamaVL,p02419,0.223333
Dataset_LlamaVL,p02627,0.273333
Dataset_LlamaVL,p03075,0.196667
Dataset_LlamaVL,p02394,0.216667
Dataset_LlamaVL,p02381,0.22
Dataset_LlamaVL,p03060,0.223333
Dataset_LlamaVL,p02418,0.243333
Dataset_LlamaVL,p02829,0.3
Dataset_LlamaVL,p03289,0.21
Dataset_LlamaVL,p02785,0.323333
Dataset_LlamaVL,p02791,0.266667
Dataset_LlamaVL,p02801,0.216667
Dataset_LlamaVL,p03469,0.27
Dataset_LlamaVL,p03470,0.26
Dataset_LlamaVL,p02578,0.266667
Dataset_LlamaVL,p03680,0.266667
Dataset_LlamaVL,p03316,0.243333
Dataset_LlamaVL,p02777,0.216667
Dataset_LlamaVL,p02993,0.193333
Dataset_LlamaVL,p03455,0.233333
Dataset_LlamaVL,p02987,0.213333
Dataset_LlamaVL,p02818,0.25
Dataset_LlamaVL,p02830,0.203333
Dataset_LlamaVL,p02398,0.17
Dataset_LlamaVL,p02401,0.263333
Dataset_LlamaVL,p02415,0.193333
Dataset_LlamaVL,p02399,0.206667
Dataset_LlamaVL,p03086,0.266667
Dataset_LlamaVL,p03087,0.246667
Dataset_LlamaVL,p02414,0.193333
Dataset_LlamaVL,p02831,0.353333
Dataset_LlamaVL,p02400,0.223333
Dataset_LlamaVL,p02819,0.216667
Dataset_LlamaVL,p00001,0.326667
Dataset_LlamaVL,p02945,0.25
Dataset_LlamaVL,p02951,0.3
Dataset_LlamaVL,p03695,0.203333
Dataset_LlamaVL,p02576,0.246667
Dataset_LlamaVL,p03126,0.276667
Dataset_LlamaVL,p03285,0.236667
Dataset_LlamaVL,p03324,0.246667
Dataset_LlamaVL,p02947,0.196667
Dataset_LlamaVL,p02953,0.243333
Dataset_LlamaVL,p02628,0.206667
Dataset_LlamaVL,p00003,0.226667
Dataset_LlamaVL,p03456,0.213333
Dataset_LlamaVL,p03293,0.253333
Dataset_LlamaVL,p02416,0.216667
Dataset_LlamaVL,p03720,0.173333
Dataset_LlamaVL,p02402,0.266667
Dataset_LlamaVL,p02403,0.236667
Dataset_LlamaVL,p03292,0.186667
Dataset_LlamaVL,p02417,0.203333
Dataset_LlamaVL,p00002,0.216667
Dataset_LlamaVL,p02832,0.233333
Dataset_LlamaVL,p02629,0.22
Dataset_LlamaVL,p03494,0.26
Dataset_LlamaVL,p02946,0.283333
Dataset_LlamaVL,p03457,0.326667
Dataset_LlamaVL,p02952,0.223333
Dataset_LlamaVL,p03325,0.206667
Dataset_LlamaVL,p02981,0.28
Dataset_LlamaVL,p02639,0.213333
Dataset_LlamaVL,p02995,0.22
Dataset_LlamaVL,p02771,0.23
Dataset_LlamaVL,p02759,0.213333
Dataset_LlamaVL,p02577,0.28
Dataset_LlamaVL,p00006,0.27
Dataset_LlamaVL,p03282,0.196667
Dataset_LlamaVL,p02836,0.176667
Dataset_LlamaVL,p03043,0.246667
Dataset_LlamaVL,p02413,0.406667
Dataset_LlamaVL,p02407,0.25
Dataset_LlamaVL,p02412,0.216667
Dataset_LlamaVL,p03042,0.193333
Dataset_LlamaVL,p00007,0.24
Dataset_LlamaVL,p02957,0.22
Dataset_LlamaVL,p02406,0.206667
Dataset_LlamaVL,p02994,0.193333
Dataset_LlamaVL,p03136,0.203333
Dataset_LlamaVL,p03308,0.233333
Dataset_LlamaVL,p03644,0.23
Dataset_LlamaVL,p02570,0.283333
Dataset_LlamaVL,p02772,0.226667
Dataset_LlamaVL,p02982,0.313333
Dataset_LlamaVL,p02766,0.246667
Dataset_LlamaVL,p03478,0.24
Dataset_LlamaVL,p00011,0.243333
Dataset_LlamaVL,p02612,0.21
Dataset_LlamaVL,p03242,0.203333
Dataset_LlamaVL,p03493,0.253333
Dataset_LlamaVL,p00005,0.273333
Dataset_LlamaVL,p03281,0.36
Dataset_LlamaVL,p02835,0.23
Dataset_LlamaVL,p02404,0.233333
Dataset_LlamaVL,p02410,0.25
Dataset_LlamaVL,p03041,0.27
Dataset_LlamaVL,p02389,0.206667
Dataset_LlamaVL,p02405,0.193333
Dataset_LlamaVL,p02411,0.293333
Dataset_LlamaVL,p02388,0.406667
Dataset_LlamaVL,p02613,0.196667
Dataset_LlamaVL,p02767,0.326667
Dataset_LlamaVL,p03243,0.223333
Dataset_LlamaVL,p02773,0.2
Dataset_LlamaVL,p02983,0.233333
Dataset_LlamaVL,p02258,0.206667
Dataset_LlamaVL,p03109,0.286667
Dataset_LlamaVL,p02264,0.27
Dataset_LlamaVL,p03146,0.333333
Dataset_LlamaVL,p02700,0.33
Dataset_LlamaVL,p02571,0.276667
Dataset_LlamaVL,p03378,0.213333
Dataset_LlamaVL,p02847,0.273333
Dataset_LlamaVL,p03998,0.226667
Dataset_LlamaVL,p04012,0.23
Dataset_LlamaVL,p02675,0.23
Dataset_LlamaVL,p02729,0.223333
Dataset_LlamaVL,p02701,0.226667
Dataset_LlamaVL,p03147,0.26
Dataset_LlamaVL,p02259,0.293333
Dataset_LlamaVL,p02717,0.24
Dataset_LlamaVL,p02677,0.213333
Dataset_LlamaVL,p02887,0.223333
Dataset_LlamaVL,p03435,0.2
Dataset_LlamaVL,p02688,0.246667
Dataset_LlamaVL,p02886,0.27
Dataset_LlamaVL,p03352,0.263333
Dataset_LlamaVL,p02879,0.206667
Dataset_LlamaVL,p02676,0.236667
Dataset_LlamaVL,p03632,0.25
Dataset_LlamaVL,p03434,0.303333
Dataset_LlamaVL,p02706,0.206667
Dataset_LlamaVL,p02921,0.24
Dataset_LlamaVL,p02712,0.24
Dataset_LlamaVL,p02935,0.27
Dataset_LlamaVL,p02699,0.336667
Dataset_LlamaVL,p03545,0.213333
Dataset_LlamaVL,p03035,0.226667
Dataset_LlamaVL,p02897,0.256667
Dataset_LlamaVL,p02909,0.233333
Dataset_LlamaVL,p02934,0.246667
Dataset_LlamaVL,p02707,0.24
Dataset_LlamaVL,p02713,0.253333
Dataset_LlamaVL,p02263,0.363333
Dataset_LlamaVL,p03814,0.246667
Dataset_LlamaVL,p02881,0.22
Dataset_LlamaVL,p02711,0.163333
Dataset_LlamaVL,p02659,0.193333
Dataset_LlamaVL,p02922,0.27
Dataset_LlamaVL,p03037,0.233333
Dataset_LlamaVL,p02705,0.286667
Dataset_LlamaVL,p03220,0.256667
Dataset_LlamaVL,p02880,0.19
Dataset_LlamaVL,p02923,0.2
Dataset_LlamaVL,p02658,0.26
Dataset_LlamaVL,p02260,0.226667
Dataset_O4-mini,p02640,0.573333
Dataset_O4-mini,p03012,0.65
Dataset_O4-mini,p02898,0.743333
Dataset_O4-mini,p03013,0.573333
Dataset_O4-mini,p02899,0.6
Dataset_O4-mini,p03239,0.62
Dataset_O4-mini,p02641,0.72
Dataset_O4-mini,p02682,0.7
Dataset_O4-mini,p03775,0.706667
Dataset_O4-mini,p03371,0.44
Dataset_O4-mini,p02911,0.57
Dataset_O4-mini,p02681,0.733333
Dataset_O4-mini,p03416,0.64
Dataset_O4-mini,p03370,0.526667
Dataset_O4-mini,p02657,0.606667
Dataset_O4-mini,p02694,0.646667
Dataset_O4-mini,p03011,0.633333
Dataset_O4-mini,p02910,0.59
Dataset_O4-mini,p04030,0.626667
Dataset_O4-mini,p02723,0.62
Dataset_O4-mini,p03161,0.72
Dataset_O4-mini,p03000,0.62
Dataset_O4-mini,p02256,0.73
Dataset_O4-mini,p02848,0.636667
Dataset_O4-mini,p03835,0.706667
Dataset_O4-mini,p02257,0.693333
Dataset_O4-mini,p03001,0.583333
Dataset_O4-mini,p02860,0.676667
Dataset_O4-mini,p03160,0.693333
Dataset_O4-mini,p02268,0.593333
Dataset_O4-mini,p03360,0.626667
Dataset_O4-mini,p02725,0.65
Dataset_O4-mini,p02724,0.65
Dataset_O4-mini,p02916,0.756667
Dataset_O4-mini,p02687,0.47
Dataset_O4-mini,p02693,0.683333
Dataset_O4-mini,p02917,0.776667
Dataset_O4-mini,p02718,0.733333
Dataset_O4-mini,p02730,0.526667
Dataset_O4-mini,p02731,0.47
Dataset_O4-mini,p02719,0.57
Dataset_O4-mini,p03448,0.75
Dataset_O4-mini,p02255,0.723333
Dataset_O4-mini,p02622,0.66
Dataset_O4-mini,p02959,0.66
Dataset_O4-mini,p03474,0.603333
Dataset_O4-mini,p02420,0.53
Dataset_O4-mini,p02408,0.59
Dataset_O4-mini,p02971,0.51
Dataset_O4-mini,p02391,0.636667
Dataset_O4-mini,p02390,0.513333
Dataset_O4-mini,p03071,0.65
Dataset_O4-mini,p03449,0.663333
Dataset_O4-mini,p02958,0.543333
Dataset_O4-mini,p02970,0.706667
Dataset_O4-mini,p02409,0.513333
Dataset_O4-mini,p04044,0.683333
Dataset_O4-mini,p03059,0.486667
Dataset_O4-mini,p02421,0.786667
Dataset_O4-mini,p02582,0.553333
Dataset_O4-mini,p03107,0.585
Dataset_O4-mini,p02755,0.671667
Dataset_O4-mini,p02812,0.63
Dataset_O4-mini,p02392,0.643333
Dataset_O4-mini,p02754,0.536667
Dataset_O4-mini,p02595,0.8
Dataset_O4-mini,p02621,0.473333
Dataset_O4-mini,p02393,0.653333
Dataset_O4-mini,p03072,0.641667
Dataset_O4-mini,p02783,0.606667
Dataset_O4-mini,p03073,0.583333
Dataset_O4-mini,p03106,0.736667
Dataset_O4-mini,p03102,0.713333
Dataset_O4-mini,p02778,0.57
Dataset_O4-mini,p02552,0.593333
Dataset_O4-mini,p02988,0.76
Dataset_O4-mini,p02397,0.563333
Dataset_O4-mini,p02802,0.546667
Dataset_O4-mini,p02396,0.516667
Dataset_O4-mini,p03076,0.483333
Dataset_O4-mini,p04043,0.566667
Dataset_O4-mini,p03261,0.763333
Dataset_O4-mini,p02989,0.57
Dataset_O4-mini,p02786,0.673333
Dataset_O4-mini,p03315,0.486667
Dataset_O4-mini,p02553,0.693333
Dataset_O4-mini,p02779,0.653333
Dataset_O4-mini,p02547,0.673333
Dataset_O4-mini,p03854,0.736667
Dataset_O4-mini,p03471,0.751667
Dataset_O4-mini,p02784,0.623333
Dataset_O4-mini,p02753,0.47
Dataset_O4-mini,p02790,0.583333
Dataset_O4-mini,p02627,0.556667
Dataset_O4-mini,p03075,0.718333
Dataset_O4-mini,p02418,0.79
Dataset_O4-mini,p02394,0.555
Dataset_O4-mini,p02419,0.716667
Dataset_O4-mini,p02381,0.653333
Dataset_O4-mini,p03060,0.636667
Dataset_O4-mini,p03289,0.756667
Dataset_O4-mini,p02801,0.59
Dataset_O4-mini,p02829,0.728333
Dataset_O4-mini,p02785,0.626667
Dataset_O4-mini,p02791,0.563333
Dataset_O4-mini,p03680,0.663333
Dataset_O4-mini,p02578,0.69
Dataset_O4-mini,p03469,0.533333
Dataset_O4-mini,p03470,0.653333
